242150,1.0,1.0
242151,1.0,1.0
242152,1.0,1.0
242153,1.0,1.0
242154,1.0,1.0
242155,1.0,1.0
242156,1.0,1.0
242157,1.0,1.0
242158,1.0,1.0
242159,1.0,1.0
242160,1.0,1.0
242161,1.0,1.0
242162,1.0,1.0
242163,1.0,1.0
242164,1.0,1.0
242165,1.0,1.0
242166,1.0,1.0
242167,1.0,1.0
242168,1.0,1.0
242169,1.0,1.0
242170,1.0,1.0
242171,1.0,1.0
242172,1.0,1.0
242173,1.0,1.0
242174,1.0,1.0
242175,1.0,1.0
242176,1.0,1.0
242177,1.0,1.0
242178,1.0,1.0
242179,1.0,1.0
242180,1.0,1.0
242181,1.0,1.0
242182,1.0,1.0
242183,1.0,1.0
242184,1.0,1.0
242185,1.0,1.0
242186,1.0,1.0
242187,1.0,1.0
242188,1.0,1.0
242189,1.0,1.0
242190,1.0,1.0
242191,1.0,1.0
242192,1.0,1.0
242193,1.0,1.0
242194,1.0,1.0
242195,1.0,1.0
242196,1.0,1.0
242197,1.0,1.0
242198,1.0,1.0
242199,1.0,1.0
242200,1.0,1.0
242201,1.0,1.0
242202,1.0,1.0
242203,1.0,1.0
242204,1.0,1.0
242205,1.0,1.0
242206,1.0,1.0
242207,1.0,1.0
242208,1.0,1.0
242209,1.0,1.0
242210,1.0,1.0
242211,1.0,1.0
242212,1.0,1.0
242213,1.0,1.0
242214,1.0,1.0
242215,1.0,1.0
242216,1.0,1.0
242217,1.0,1.0
242218,1.0,1.0
242219,1.0,1.0
242220,1.0,1.0
242221,1.0,1.0
242222,1.0,1.0
242223,1.0,1.0
242224,1.0,1.0
242225,1.0,1.0
242226,1.0,1.0
242227,1.0,1.0
242228,1.0,1.0
242229,1.0,1.0
242230,1.0,1.0
242231,1.0,1.0
242232,1.0,1.0
242233,1.0,1.0
242234,1.0,1.0
242235,1.0,1.0
242236,1.0,1.0
242237,1.0,1.0
242238,1.0,1.0
242239,1.0,1.0
242240,1.0,1.0
242241,1.0,1.0
242242,1.0,1.0
242243,1.0,1.0
242244,1.0,1.0
242245,1.0,1.0
242246,1.0,1.0
242247,1.0,1.0
242248,1.0,1.0
242249,1.0,1.0
242250,1.0,1.0
242251,1.0,1.0
242252,1.0,1.0
242253,1.0,1.0
242254,1.0,1.0
242255,1.0,1.0
242256,1.0,1.0
242257,1.0,1.0
242258,1.0,1.0
242259,1.0,1.0
242260,1.0,1.0
242261,1.0,1.0
242262,1.0,1.0
242263,1.0,1.0
242264,1.0,1.0
242265,1.0,1.0
242266,1.0,1.0
242267,1.0,1.0
242268,1.0,1.0
242269,1.0,1.0
242270,1.0,1.0
242271,1.0,1.0
242272,1.0,1.0
242273,1.0,1.0
242274,1.0,1.0
242275,1.0,1.0
242276,1.0,1.0
242277,1.0,1.0
242278,1.0,1.0
242279,1.0,1.0
242280,1.0,1.0
242281,1.0,1.0
242282,1.0,1.0
242283,1.0,1.0
242284,1.0,1.0
242285,1.0,1.0
242286,1.0,1.0
242287,1.0,1.0
242288,1.0,1.0
242289,1.0,1.0
242290,1.0,1.0
242291,1.0,1.0
242292,1.0,1.0
242293,1.0,1.0
242294,1.0,1.0
242295,1.0,1.0
242296,1.0,1.0
242297,1.0,1.0
242298,1.0,1.0
242299,1.0,1.0
242300,1.0,1.0
242301,1.0,1.0
242302,1.0,1.0
242303,1.0,1.0
242304,1.0,1.0
242305,1.0,1.0
242306,1.0,1.0
242307,1.0,1.0
242308,1.0,1.0
242309,1.0,1.0
242310,1.0,1.0
242311,1.0,1.0
242312,1.0,1.0
242313,1.0,1.0
242314,1.0,1.0
242315,1.0,1.0
242316,1.0,1.0
242317,1.0,1.0
242318,1.0,1.0
242319,1.0,1.0
242320,1.0,1.0
242321,1.0,1.0
242322,1.0,1.0
242323,1.0,1.0
242324,1.0,1.0
242325,1.0,1.0
242326,1.0,1.0
242327,1.0,1.0
242328,1.0,1.0
242329,1.0,1.0
242330,1.0,1.0
242331,1.0,1.0
242332,1.0,1.0
242333,1.0,1.0
242334,1.0,1.0
242335,1.0,1.0
242336,1.0,1.0
242337,1.0,1.0
242338,1.0,1.0
242339,1.0,1.0
242340,1.0,1.0
242341,1.0,1.0
242342,1.0,1.0
242343,1.0,1.0
242344,1.0,1.0
242345,1.0,1.0
242346,1.0,1.0
242347,1.0,1.0
242348,1.0,1.0
242349,1.0,1.0
242350,1.0,1.0
242351,1.0,1.0
242352,1.0,1.0
242353,1.0,1.0
242354,1.0,1.0
242355,1.0,1.0
